ObjectId,Country,ISO2,ISO3,Indicator,Unit,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Source
261,Djibouti,DJ,DJI,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,1,1,,1,,,,,1,1,,,,1,1,1,1,,,1,,,,,1,1,,1,1,,1,,,,,,,,1,1,1,,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
262,Dominica,DM,DMA,"Climate related disasters frequency, Number of Disasters: Storm",Number of,1,,,,1,,,,,1,,,,,,2,,,,1,,,,,,,,1,,,,1,,,,1,,1,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
263,Dominica,DM,DMA,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,1,,,,1,,,,,1,,,,,,2,,,,1,,,,,,,,1,,,,1,,,,1,,1,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
264,Dominican Rep.,DO,DOM,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,1,,,,1,,,1,,,1,,2,,,1,,,,,,1,2,1,1,,2,,2,2,1,2,1,1,2,2,,1,,,,2,2,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
265,Dominican Rep.,DO,DOM,"Climate related disasters frequency, Number of Disasters: Storm",Number of,1,,,,,,1,1,,1,,,,,,2,1,,1,,,1,,1,3,1,,3,3,,1,2,2,,,1,1,3,1,,2,2,1,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
266,Dominican Rep.,DO,DOM,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,1,1,,1,,1,1,1,1,1,,1,,2,,2,2,,1,,,1,1,3,4,3,,5,3,2,3,3,4,1,1,3,3,3,2,,2,2,3,3,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
267,Dominican Rep.,DO,DOM,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
268,Ecuador,EC,ECU,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
269,Ecuador,EC,ECU,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,1,1,,,,1,,1,,,1,,,,,2,,,1,2,2,1,,,1,,1,1,2,1,1,1,,1,2,,,1,1,2,5,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
270,Ecuador,EC,ECU,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,,,,1,,,,1,,,,,,3,,,,,,,2,,,,,,,,,,,1,,2,,,,,,1,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
271,Ecuador,EC,ECU,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,1,2,,1,,2,,1,,,1,3,1,,,3,,,3,2,2,1,,,1,,1,2,2,2,2,4,,1,2,,,2,1,2,5,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
272,Ecuador,EC,ECU,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
273,"Egypt, Arab Rep. of",EG,EGY,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
274,"Egypt, Arab Rep. of",EG,EGY,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,1,,,1,1,1,1,,,,,2,,,,,,,,2,,,,,,,,,,1,1,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
275,"Egypt, Arab Rep. of",EG,EGY,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,2,1,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
276,"Egypt, Arab Rep. of",EG,EGY,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,1,,,,1,,,1,2,2,2,,,1,,2,,1,,,,,,3,,,,,3,1,,,,1,1,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
277,El Salvador,SV,SLV,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,1,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,1,,,,,1,,,,1,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
278,El Salvador,SV,SLV,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
279,El Salvador,SV,SLV,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,1,,,,,,1,1,,,1,,,1,,,,1,1,1,1,,,2,,1,2,,,1,,,,1,,,1,,,1,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
280,El Salvador,SV,SLV,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
281,El Salvador,SV,SLV,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,,,,,,1,1,1,,1,,1,,,2,,1,,1,3,,,,,1,,1,,,3,,2,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
282,El Salvador,SV,SLV,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,2,,,,,,2,1,,,1,1,1,1,1,1,2,1,2,2,2,,,4,1,2,2,2,3,1,,,1,2,,1,2,,4,1,2,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
283,"Eritrea, The State of",ER,ERI,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
284,"Eritrea, The State of",ER,ERI,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
285,"Eritrea, The State of",ER,ERI,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
286,"Eritrea, The State of",ER,ERI,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,,,,,,,2,,,,,,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
287,"Estonia, Rep. of",EE,EST,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
288,"Estonia, Rep. of",EE,EST,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
289,"Estonia, Rep. of",EE,EST,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,1,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
290,"Eswatini, Kingdom of",SZ,SWZ,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,1,,,1,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,1,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
291,"Eswatini, Kingdom of",SZ,SWZ,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
292,"Eswatini, Kingdom of",SZ,SWZ,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
293,"Eswatini, Kingdom of",SZ,SWZ,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,1,,,2,,,,,,1,,,,,,,,,,1,1,,,,1,1,2,1,,,,,,1,,1,,,1,,1,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
294,"Eswatini, Kingdom of",SZ,SWZ,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
295,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,1,,,,1,,1,,,,,,,,1,1,1,,,,1,,1,,,1,1,1,1,,,,1,,,,,,1,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
296,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,1,,,,2,,,2,,1,,,2,1,1,2,2,,6,2,3,1,1,,4,7,2,3,,2,1,,1,,1,2,,,1,2,1,1,2,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
297,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,2,1,2,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
298,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,1,,1,,2,,1,2,1,1,,,2,2,1,2,3,1,7,4,3,1,2,,5,7,2,4,1,3,2,,1,,2,2,,2,2,4,2,2,2,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
299,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
300,"Fiji, Rep. of",FJ,FJI,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
301,"Fiji, Rep. of",FJ,FJI,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,1,,,1,,,,,,,,,,,1,,,,1,,1,2,,1,,,2,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
302,"Fiji, Rep. of",FJ,FJI,"Climate related disasters frequency, Number of Disasters: Storm",Number of,1,1,,2,,3,1,1,,,1,,1,1,,,,1,,1,,1,,1,1,,1,2,1,1,1,,1,,,,2,,2,1,3,1,1,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
303,"Fiji, Rep. of",FJ,FJI,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,1,1,,3,,3,2,1,,1,1,,1,1,,,,1,1,1,1,1,,1,2,,2,4,1,2,1,,3,,,1,2,,2,1,3,1,1,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
304,Finland,FI,FIN,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
305,Finland,FI,FIN,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
306,Finland,FI,FIN,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
307,France,FR,FRA,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,1,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
308,France,FR,FRA,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,1,,,,,1,2,,,,,,1,,,,,,1,,2,1,,1,2,1,,1,,,1,,,2,2,1,1,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
309,France,FR,FRA,"Climate related disasters frequency, Number of Disasters: Flood",Number of,1,1,,3,,,,1,1,,,,1,1,3,,2,,,3,6,5,3,2,,2,,,,,1,1,,1,3,1,1,1,2,2,3,6,,2,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
310,France,FR,FRA,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,,,2,2,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
311,France,FR,FRA,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,2,2,3,1,,1,,1,8,,2,2,,1,1,,1,3,1,2,2,2,1,,2,3,3,1,2,1,,2,4,1,,1,3,5,3,2,4,3,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
